Ptt,Instr,Date,MinTemp,MaxTemp,MinDepth,MaxDepth,MaxDeltaTilt,AvgMinMaxTilt,DeltaLight
227150,MiniPAT,12/06/2022,19.0,20.2,11.000000,74.000000,,,170.000000
227150,MiniPAT,12/07/2022,18.9,20.8,2.000000,77.000000,,,159.000000
227150,MiniPAT,12/08/2022,18.9,20.3,12.000000,68.000000,,,151.000000
227150,MiniPAT,12/09/2022,18.7,20.6,27.000000,69.000000,,,158.000000
227150,MiniPAT,12/10/2022,18.3,20.9,32.000000,70.000000,,,156.000000
227150,MiniPAT,12/11/2022,18.6,20.8,28.000000,79.000000,,,157.000000
227150,MiniPAT,12/12/2022,19.0,20.8,30.000000,76.000000,,,158.000000
227150,MiniPAT,12/13/2022,19.4,20.9,32.000000,73.000000,,,160.000000
227150,MiniPAT,12/14/2022,19.5,21.0,31.000000,70.000000,,,158.000000
227150,MiniPAT,12/15/2022,19.4,20.9,36.000000,76.000000,,,160.000000
227150,MiniPAT,12/16/2022,18.7,20.8,37.000000,74.000000,,,160.000000
227150,MiniPAT,12/17/2022,18.8,20.9,34.000000,71.000000,,,160.000000
227150,MiniPAT,12/18/2022,19.2,20.8,32.000000,69.000000,,,163.000000
227150,MiniPAT,12/19/2022,19.1,21.8,14.000000,70.000000,,,164.000000
227150,MiniPAT,12/20/2022,19.3,21.6,6.000000,72.000000,,,172.000000
227150,MiniPAT,12/21/2022,19.1,21.8,8.000000,67.000000,,,168.000000
227150,MiniPAT,12/22/2022,19.0,21.8,34.000000,66.000000,,,163.000000
227150,MiniPAT,12/23/2022,19.0,21.8,29.000000,74.000000,,,157.000000
227150,MiniPAT,12/24/2022,19.1,22.0,20.000000,74.000000,,,159.000000
227150,MiniPAT,12/25/2022,18.7,22.1,32.000000,75.000000,,,161.000000
227150,MiniPAT,12/26/2022,18.6,21.9,21.000000,73.000000,,,165.000000
227150,MiniPAT,12/27/2022,18.9,22.1,15.000000,75.000000,,,166.000000
227150,MiniPAT,12/28/2022,18.9,22.6,20.000000,77.000000,,,165.000000
227150,MiniPAT,12/29/2022,18.8,22.5,24.000000,75.000000,,,164.000000
227150,MiniPAT,12/30/2022,19.4,22.0,37.000000,72.000000,,,160.000000
227150,MiniPAT,12/31/2022,19.5,22.1,28.000000,74.000000,,,160.000000
227150,MiniPAT,01/01/2023,19.5,22.2,24.000000,69.000000,,,165.000000
227150,MiniPAT,01/02/2023,17.8,22.2,20.000000,164.000000,,,167.000000
227150,MiniPAT,01/07/2023,18.4,21.9,31.000000,144.000000,,,145.000000
227150,MiniPAT,01/08/2023,18.3,22.2,28.000000,156.000000,,,160.000000
227150,MiniPAT,01/09/2023,18.4,22.7,26.000000,154.000000,,,155.000000
227150,MiniPAT,01/10/2023,17.8,22.1,39.000000,210.000000,,,154.000000
227150,MiniPAT,01/11/2023,18.3,21.9,21.000000,174.000000,,,160.000000
227150,MiniPAT,01/12/2023,18.1,21.9,39.000000,176.000000,,,152.000000
227150,MiniPAT,01/13/2023,17.9,21.9,49.000000,216.000000,,,155.000000
227150,MiniPAT,01/14/2023,18.2,21.8,37.000000,174.000000,,,157.000000
227150,MiniPAT,01/15/2023,16.4,21.3,46.000000,301.000000,,,151.000000
227150,MiniPAT,01/16/2023,18.3,21.7,29.000000,172.000000,,,158.000000
227150,MiniPAT,01/17/2023,17.9,21.9,32.000000,207.000000,,,153.000000
227150,MiniPAT,01/18/2023,18.0,22.2,41.000000,208.000000,,,159.000000
227150,MiniPAT,01/19/2023,18.1,22.3,53.000000,197.000000,,,139.000000
227150,MiniPAT,01/20/2023,18.2,22.9,22.000000,185.000000,,,157.000000
227150,MiniPAT,01/21/2023,17.8,22.9,37.000000,193.000000,,,154.000000
227150,MiniPAT,01/22/2023,17.9,22.2,47.000000,199.000000,,,153.000000
227150,MiniPAT,01/23/2023,18.6,23.4,14.000000,153.000000,,,159.000000
227150,MiniPAT,01/24/2023,17.7,22.6,47.000000,204.000000,,,158.000000
227150,MiniPAT,01/25/2023,18.6,23.8,6.000000,115.000000,,,163.000000
227150,MiniPAT,01/26/2023,17.2,23.7,21.000000,198.000000,,,166.000000
227150,MiniPAT,01/27/2023,16.9,22.8,43.000000,211.000000,,,145.000000
227150,MiniPAT,01/28/2023,17.1,23.3,51.000000,198.000000,,,154.000000
227150,MiniPAT,01/29/2023,16.7,22.5,56.000000,206.000000,,,149.000000
227150,MiniPAT,01/30/2023,17.2,21.0,54.000000,183.000000,,,145.000000
227150,MiniPAT,01/31/2023,17.9,23.2,20.000000,196.000000,,,155.000000
227150,MiniPAT,02/01/2023,18.0,23.3,19.000000,153.000000,,,159.000000
227150,MiniPAT,02/02/2023,18.2,23.0,27.000000,172.000000,,,158.000000
227150,MiniPAT,02/03/2023,20.0,23.0,37.000000,71.000000,,,162.000000
227150,MiniPAT,02/08/2023,20.9,22.8,42.000000,65.000000,,,156.000000
227150,MiniPAT,02/09/2023,20.5,23.0,35.000000,78.000000,,,158.000000
227150,MiniPAT,02/10/2023,20.8,24.2,28.000000,68.000000,,,156.000000
227150,MiniPAT,02/11/2023,20.8,24.0,43.000000,74.000000,,,160.000000
227150,MiniPAT,02/12/2023,21.2,23.5,38.000000,69.000000,,,158.000000
227150,MiniPAT,02/13/2023,21.2,23.4,38.000000,73.000000,,,158.000000
227150,MiniPAT,02/14/2023,21.0,24.0,25.000000,69.000000,,,161.000000
227150,MiniPAT,02/15/2023,20.3,24.0,1.000000,72.000000,,,173.000000
227150,MiniPAT,02/16/2023,20.5,23.9,15.000000,77.000000,,,163.000000
227150,MiniPAT,02/17/2023,21.7,23.8,22.000000,55.000000,,,165.000000
227150,MiniPAT,02/18/2023,21.0,23.8,16.000000,65.000000,,,162.000000
227150,MiniPAT,02/19/2023,21.3,23.6,15.000000,54.000000,,,163.000000
227150,MiniPAT,02/20/2023,20.4,24.0,0.000000,58.000000,,,167.000000
227150,MiniPAT,02/21/2023,22.6,24.1,13.000000,53.000000,,,165.000000
227150,MiniPAT,02/22/2023,23.0,24.1,19.000000,53.000000,,,164.000000
227150,MiniPAT,02/23/2023,20.8,24.0,24.000000,78.000000,,,166.000000
227150,MiniPAT,02/24/2023,20.9,23.8,20.000000,79.000000,,,160.000000
227150,MiniPAT,02/25/2023,20.9,24.0,35.000000,75.000000,,,160.000000
227150,MiniPAT,02/26/2023,20.7,24.1,15.000000,78.000000,,,157.000000
227150,MiniPAT,02/27/2023,20.7,23.4,37.000000,80.000000,,,157.000000
227150,MiniPAT,02/28/2023,20.6,23.0,43.000000,82.000000,,,155.000000
227150,MiniPAT,03/01/2023,20.2,22.9,37.000000,67.000000,,,157.000000
227150,MiniPAT,03/02/2023,20.1,23.8,30.000000,76.000000,,,156.000000
227150,MiniPAT,03/03/2023,21.0,23.8,35.000000,70.000000,,,157.000000
227150,MiniPAT,03/04/2023,21.0,23.2,40.000000,68.000000,,,154.000000
227150,MiniPAT,03/05/2023,20.5,22.6,45.000000,76.000000,,,152.000000
227150,MiniPAT,03/06/2023,20.3,23.2,37.000000,74.000000,,,144.000000
227150,MiniPAT,03/07/2023,19.8,22.9,49.000000,87.000000,,,149.000000
227150,MiniPAT,03/08/2023,20.0,22.2,48.000000,74.000000,,,150.000000
227150,MiniPAT,03/09/2023,19.8,22.3,45.000000,71.000000,,,152.000000
227150,MiniPAT,03/10/2023,20.1,22.4,47.000000,66.000000,,,148.000000
227150,MiniPAT,03/11/2023,20.5,23.4,45.000000,73.000000,,,151.000000
227150,MiniPAT,03/12/2023,20.3,23.7,46.000000,75.000000,,,151.000000
227150,MiniPAT,03/13/2023,20.1,23.8,30.000000,78.000000,,,151.000000
227150,MiniPAT,03/14/2023,20.6,23.8,38.000000,85.000000,,,152.000000
227150,MiniPAT,03/15/2023,19.7,23.7,47.000000,83.000000,,,151.000000
227150,MiniPAT,03/16/2023,19.4,24.1,15.000000,76.000000,,,165.000000
227150,MiniPAT,03/17/2023,21.3,23.7,41.000000,73.000000,,,149.000000
227150,MiniPAT,03/18/2023,20.4,22.9,43.000000,70.000000,,,153.000000
227150,MiniPAT,03/19/2023,20.8,24.4,20.000000,74.000000,,,160.000000
227150,MiniPAT,03/20/2023,19.1,24.7,1.000000,104.000000,,,170.000000
227150,MiniPAT,03/21/2023,19.7,24.3,22.000000,70.000000,,,159.000000
227150,MiniPAT,03/22/2023,20.2,24.1,32.000000,80.000000,,,153.000000
227150,MiniPAT,03/23/2023,21.0,24.4,32.000000,80.000000,,,157.000000
227150,MiniPAT,03/24/2023,21.2,24.4,42.000000,68.000000,,,156.000000
227150,MiniPAT,03/25/2023,21.4,24.5,30.000000,74.000000,,,156.000000
227150,MiniPAT,03/26/2023,20.8,23.9,43.000000,76.000000,,,148.000000
227150,MiniPAT,03/27/2023,20.7,24.5,35.000000,75.000000,,,149.000000
227150,MiniPAT,03/28/2023,21.8,24.6,40.000000,78.000000,,,150.000000
227150,MiniPAT,03/29/2023,21.5,24.7,31.000000,79.000000,,,152.000000
227150,MiniPAT,03/30/2023,18.5,24.0,43.000000,175.000000,,,145.000000
227150,MiniPAT,03/31/2023,21.6,24.0,32.000000,78.000000,,,151.000000
227150,MiniPAT,04/01/2023,22.3,23.9,20.000000,70.000000,,,150.000000
227150,MiniPAT,04/02/2023,21.2,23.8,45.000000,78.000000,,,151.000000
227150,MiniPAT,04/03/2023,21.1,23.8,37.000000,67.000000,,,155.000000
227150,MiniPAT,04/04/2023,21.2,23.7,39.000000,64.000000,,,146.000000
227150,MiniPAT,04/05/2023,20.7,23.6,41.000000,76.000000,,,149.000000
227150,MiniPAT,04/06/2023,21.3,23.4,41.000000,70.000000,,,143.000000
227150,MiniPAT,04/07/2023,21.7,23.4,39.000000,67.000000,,,146.000000
227150,MiniPAT,04/08/2023,21.1,23.6,20.000000,74.000000,,,158.000000
227150,MiniPAT,04/09/2023,21.8,23.6,46.000000,68.000000,,,152.000000
227150,MiniPAT,04/10/2023,21.8,23.4,20.000000,76.000000,,,153.000000
227150,MiniPAT,04/11/2023,22.1,23.3,41.000000,72.000000,,,151.000000
227150,MiniPAT,04/12/2023,21.9,23.5,29.000000,74.000000,,,149.000000
227150,MiniPAT,04/13/2023,21.8,23.6,41.000000,71.000000,,,146.000000
227150,MiniPAT,04/14/2023,22.4,24.0,10.000000,84.000000,,,154.000000
227150,MiniPAT,04/15/2023,22.1,24.2,13.000000,79.000000,,,163.000000
227150,MiniPAT,04/16/2023,22.5,24.1,36.000000,71.000000,,,151.000000
227150,MiniPAT,04/17/2023,22.0,23.9,20.000000,76.000000,,,153.000000
227150,MiniPAT,04/18/2023,22.5,23.8,32.000000,73.000000,,,151.000000
227150,MiniPAT,04/19/2023,21.5,23.3,39.000000,70.000000,,,148.000000
227150,MiniPAT,04/20/2023,21.6,23.1,28.000000,69.000000,,,150.000000
227150,MiniPAT,04/21/2023,22.2,23.0,19.000000,55.000000,,,154.000000
227150,MiniPAT,04/22/2023,22.1,22.9,1.000000,52.000000,,,171.000000
227150,MiniPAT,04/23/2023,22.6,23.1,18.000000,54.000000,,,154.000000
227150,MiniPAT,04/24/2023,22.3,23.0,22.000000,54.000000,,,154.000000
227150,MiniPAT,04/25/2023,21.8,22.6,22.000000,65.000000,,,151.000000
227150,MiniPAT,04/26/2023,21.4,22.5,28.000000,76.000000,,,158.000000
227150,MiniPAT,04/27/2023,22.0,22.6,39.000000,58.000000,,,149.000000
227150,MiniPAT,04/28/2023,22.4,22.6,37.000000,54.000000,,,148.000000
227150,MiniPAT,04/29/2023,22.6,22.8,37.000000,53.000000,,,151.000000
227150,MiniPAT,04/30/2023,22.6,22.7,37.000000,56.000000,,,151.000000
227150,MiniPAT,05/01/2023,22.7,22.8,37.000000,54.000000,,,153.000000
227150,MiniPAT,05/02/2023,22.5,22.7,35.000000,59.000000,,,148.000000
227150,MiniPAT,05/03/2023,22.3,22.5,38.000000,59.000000,,,144.000000
227150,MiniPAT,05/04/2023,22.4,22.5,40.000000,59.000000,,,141.000000
227150,MiniPAT,05/05/2023,21.9,22.4,42.000000,61.000000,,,135.000000
227150,MiniPAT,05/06/2023,21.8,22.3,43.000000,58.000000,,,141.000000
227150,MiniPAT,05/07/2023,21.9,22.3,39.000000,58.000000,,,143.000000
227150,MiniPAT,05/08/2023,21.6,22.3,36.000000,68.000000,,,149.000000
227150,MiniPAT,05/09/2023,21.0,21.9,29.000000,61.000000,,,149.000000
227150,MiniPAT,05/10/2023,21.7,21.8,37.000000,55.000000,,,145.000000
227150,MiniPAT,05/11/2023,21.3,21.6,34.000000,55.000000,,,145.000000
227150,MiniPAT,05/12/2023,21.0,21.5,41.000000,56.000000,,,146.000000
227150,MiniPAT,05/13/2023,21.4,21.5,23.000000,54.000000,,,148.000000
227150,MiniPAT,05/14/2023,21.0,21.2,30.000000,70.000000,,,147.000000
227150,MiniPAT,05/15/2023,21.2,21.1,36.000000,58.000000,,,147.000000
227150,MiniPAT,05/16/2023,21.2,21.1,37.000000,69.000000,,,134.000000
227150,MiniPAT,05/17/2023,20.9,21.2,37.000000,77.000000,,,144.000000
227150,MiniPAT,05/18/2023,20.5,21.2,38.000000,69.000000,,,148.000000
227150,MiniPAT,05/19/2023,20.2,20.7,18.000000,55.000000,,,150.000000
227150,MiniPAT,05/20/2023,20.1,20.8,31.000000,57.000000,,,148.000000
227150,MiniPAT,05/21/2023,20.8,20.9,35.000000,59.000000,,,147.000000
227150,MiniPAT,05/22/2023,20.3,20.7,30.000000,57.000000,,,146.000000
227150,MiniPAT,05/23/2023,20.0,20.4,40.000000,58.000000,,,147.000000
227150,MiniPAT,05/24/2023,20.1,19.9,41.000000,55.000000,,,148.000000
227150,MiniPAT,05/25/2023,20.0,19.9,36.000000,53.000000,,,147.000000
227150,MiniPAT,05/26/2023,19.9,20.0,34.000000,53.000000,,,149.000000
227150,MiniPAT,05/27/2023,19.9,20.1,24.000000,56.000000,,,148.000000
227150,MiniPAT,05/28/2023,19.8,19.8,42.000000,57.000000,,,148.000000
227150,MiniPAT,05/29/2023,19.8,19.8,43.000000,55.000000,,,148.000000
227150,MiniPAT,05/30/2023,19.7,19.8,41.000000,58.000000,,,146.000000
227150,MiniPAT,05/31/2023,19.8,19.7,41.000000,54.000000,,,148.000000
227150,MiniPAT,06/01/2023,19.2,19.6,24.000000,67.000000,,,148.000000
