Ptt,Instr,Date,MinTemp,MaxTemp,MinDepth,MaxDepth,MaxDeltaTilt,AvgMinMaxTilt,DeltaLight
227150,MiniPAT,06/02/2023,19.6,19.6,26.000000,66.000000,,,144.000000
227150,MiniPAT,06/03/2023,19.6,19.8,10.000000,55.000000,,,135.000000
227150,MiniPAT,06/04/2023,19.6,19.6,41.000000,54.000000,,,134.000000
227150,MiniPAT,06/05/2023,19.5,19.5,42.000000,55.000000,,,141.000000
227150,MiniPAT,06/06/2023,19.3,19.4,22.000000,56.000000,,,151.000000
227150,MiniPAT,06/07/2023,19.4,19.4,43.000000,70.000000,,,142.000000
227150,MiniPAT,06/08/2023,19.2,19.4,45.000000,70.000000,,,143.000000
227150,MiniPAT,06/09/2023,19.1,19.4,35.000000,73.000000,,,144.000000
227150,MiniPAT,06/10/2023,19.3,19.4,27.000000,72.000000,,,145.000000
227150,MiniPAT,06/11/2023,18.8,19.4,17.000000,66.000000,,,154.000000
227150,MiniPAT,06/12/2023,18.9,19.4,24.000000,73.000000,,,149.000000
227150,MiniPAT,06/13/2023,19.3,19.3,22.000000,70.000000,,,152.000000
227150,MiniPAT,06/14/2023,19.2,19.2,18.000000,68.000000,,,158.000000
227150,MiniPAT,06/15/2023,19.3,19.2,20.000000,70.000000,,,147.000000
227150,MiniPAT,06/16/2023,18.9,19.2,29.000000,70.000000,,,147.000000
227150,MiniPAT,06/17/2023,19.3,19.5,34.000000,71.000000,,,144.000000
227150,MiniPAT,06/18/2023,19.2,19.5,24.000000,61.000000,,,150.000000
227150,MiniPAT,06/19/2023,19.2,19.3,29.000000,82.000000,,,148.000000
227150,MiniPAT,06/20/2023,19.2,19.3,31.000000,70.000000,,,145.000000
227150,MiniPAT,06/21/2023,19.2,19.2,33.000000,62.000000,,,144.000000
227150,MiniPAT,06/22/2023,19.2,19.1,37.000000,76.000000,,,147.000000
227150,MiniPAT,06/23/2023,19.2,19.2,35.000000,62.000000,,,146.000000
227150,MiniPAT,06/24/2023,19.2,19.5,23.000000,79.000000,,,154.000000
227150,MiniPAT,06/25/2023,19.4,19.8,19.000000,78.000000,,,147.000000
227150,MiniPAT,06/26/2023,19.6,19.7,35.000000,57.000000,,,145.000000
227150,MiniPAT,06/27/2023,19.3,19.5,37.000000,54.000000,,,147.000000
227150,MiniPAT,06/28/2023,19.1,19.3,37.000000,54.000000,,,151.000000
227150,MiniPAT,06/29/2023,18.9,18.9,35.000000,54.000000,,,147.000000
227150,MiniPAT,06/30/2023,18.8,18.9,1.000000,81.000000,,,165.000000
227150,MiniPAT,07/01/2023,18.8,18.7,17.000000,57.000000,,,148.000000
227150,MiniPAT,07/02/2023,18.7,18.8,18.000000,53.000000,,,143.000000
227150,MiniPAT,07/03/2023,18.9,18.8,10.000000,45.000000,,,139.000000
227150,MiniPAT,07/04/2023,18.8,18.8,32.000000,54.000000,,,145.000000
227150,MiniPAT,07/05/2023,18.7,18.7,31.000000,57.000000,,,143.000000
227150,MiniPAT,07/06/2023,18.8,18.7,23.000000,70.000000,,,146.000000
227150,MiniPAT,07/07/2023,18.7,18.7,28.000000,70.000000,,,144.000000
227150,MiniPAT,07/08/2023,18.7,18.6,36.000000,67.000000,,,145.000000
227150,MiniPAT,07/09/2023,18.5,18.5,32.000000,75.000000,,,148.000000
227150,MiniPAT,07/10/2023,18.6,18.5,37.000000,62.000000,,,148.000000
227150,MiniPAT,07/11/2023,18.6,18.5,41.000000,64.000000,,,148.000000
227150,MiniPAT,07/12/2023,18.5,18.5,38.000000,71.000000,,,148.000000
227150,MiniPAT,07/13/2023,18.4,18.5,30.000000,66.000000,,,151.000000
227150,MiniPAT,07/14/2023,18.5,18.4,39.000000,73.000000,,,145.000000
227150,MiniPAT,07/15/2023,18.6,18.5,34.000000,77.000000,,,142.000000
227150,MiniPAT,07/16/2023,18.6,18.5,44.000000,73.000000,,,144.000000
227150,MiniPAT,07/17/2023,18.5,18.5,32.000000,77.000000,,,145.000000
227150,MiniPAT,07/22/2023,18.3,18.3,18.000000,64.000000,,,159.000000
227150,MiniPAT,07/23/2023,18.3,18.2,25.000000,74.000000,,,156.000000
227150,MiniPAT,07/24/2023,18.3,18.2,0.000000,68.000000,,,180.000000
227150,MiniPAT,07/25/2023,18.2,18.2,12.000000,71.000000,,,160.000000
227150,MiniPAT,07/26/2023,18.2,18.2,27.000000,70.000000,,,150.000000
227150,MiniPAT,07/27/2023,18.2,18.1,37.000000,60.000000,,,144.000000
227150,MiniPAT,07/28/2023,18.2,18.1,39.000000,71.000000,,,142.000000
227150,MiniPAT,07/29/2023,18.2,18.1,28.000000,66.000000,,,146.000000
227150,MiniPAT,07/30/2023,18.3,18.2,15.000000,62.000000,,,144.000000
227150,MiniPAT,07/31/2023,18.3,18.5,29.000000,66.000000,,,142.000000
227150,MiniPAT,08/01/2023,18.3,18.8,37.000000,71.000000,,,137.000000
227150,MiniPAT,08/02/2023,18.4,18.7,36.000000,57.000000,,,139.000000
227150,MiniPAT,08/03/2023,18.5,18.7,31.000000,70.000000,,,146.000000
227150,MiniPAT,08/04/2023,18.4,18.7,35.000000,64.000000,,,145.000000
227150,MiniPAT,08/05/2023,18.5,18.6,37.000000,53.000000,,,148.000000
227150,MiniPAT,08/06/2023,18.0,18.6,34.000000,76.000000,,,151.000000
227150,MiniPAT,08/07/2023,18.0,18.5,31.000000,68.000000,,,148.000000
227150,MiniPAT,08/08/2023,18.4,18.5,39.000000,67.000000,,,148.000000
227150,MiniPAT,08/09/2023,18.6,18.6,25.000000,74.000000,,,147.000000
227150,MiniPAT,08/10/2023,18.6,18.8,36.000000,72.000000,,,144.000000
227150,MiniPAT,08/11/2023,18.7,18.9,24.000000,69.000000,,,154.000000
227150,MiniPAT,08/12/2023,18.4,18.8,19.000000,71.000000,,,150.000000
227150,MiniPAT,08/13/2023,18.7,19.1,21.000000,61.000000,,,147.000000
227150,MiniPAT,08/14/2023,18.6,19.2,22.000000,65.000000,,,147.000000
227150,MiniPAT,08/19/2023,18.3,18.5,32.000000,73.000000,,,147.000000
227150,MiniPAT,08/20/2023,18.0,18.4,41.000000,76.000000,,,150.000000
227150,MiniPAT,08/21/2023,18.0,18.4,40.000000,70.000000,,,147.000000
227150,MiniPAT,08/22/2023,17.9,18.4,41.000000,68.000000,,,148.000000
227150,MiniPAT,08/27/2023,18.3,18.4,35.000000,67.000000,,,145.000000
227150,MiniPAT,08/28/2023,18.4,19.2,23.000000,65.000000,,,142.000000
227150,MiniPAT,08/29/2023,18.5,19.0,42.000000,73.000000,,,139.000000
227150,MiniPAT,08/30/2023,18.7,18.8,45.000000,79.000000,,,128.000000
227150,MiniPAT,08/31/2023,18.8,18.9,37.000000,80.000000,,,142.000000
227150,MiniPAT,09/01/2023,18.4,18.9,35.000000,80.000000,,,141.000000
227150,MiniPAT,09/02/2023,18.6,18.7,27.000000,67.000000,,,144.000000
227150,MiniPAT,09/03/2023,18.6,18.7,44.000000,67.000000,,,142.000000
227150,MiniPAT,09/04/2023,18.7,18.7,39.000000,74.000000,,,143.000000
227150,MiniPAT,09/05/2023,18.8,18.8,18.000000,69.000000,,,141.000000
227150,MiniPAT,09/06/2023,18.9,18.9,41.000000,68.000000,,,140.000000
227150,MiniPAT,09/07/2023,18.7,18.9,27.000000,68.000000,,,139.000000
227150,MiniPAT,09/12/2023,18.6,18.7,44.000000,70.000000,,,135.000000
227150,MiniPAT,09/13/2023,18.8,18.7,44.000000,67.000000,,,133.000000
227150,MiniPAT,09/14/2023,18.8,18.7,47.000000,68.000000,,,135.000000
227150,MiniPAT,09/15/2023,18.5,18.8,39.000000,74.000000,,,136.000000
227150,MiniPAT,09/16/2023,18.3,18.7,25.000000,89.000000,,,138.000000
227150,MiniPAT,09/17/2023,18.5,18.7,21.000000,75.000000,,,156.000000
227150,MiniPAT,09/18/2023,18.2,18.7,32.000000,100.000000,,,137.000000
227150,MiniPAT,09/19/2023,18.2,18.7,17.000000,78.000000,,,152.000000
227150,MiniPAT,09/20/2023,18.3,19.2,15.000000,65.000000,,,151.000000
227150,MiniPAT,09/21/2023,18.7,19.9,1.000000,52.000000,,,153.000000
227150,MiniPAT,09/22/2023,18.6,19.4,27.000000,68.000000,,,150.000000
227150,MiniPAT,09/23/2023,18.6,19.7,21.000000,67.000000,,,150.000000
227150,MiniPAT,09/24/2023,19.1,19.8,20.000000,47.000000,,,152.000000
227150,MiniPAT,09/25/2023,19.4,19.9,21.000000,50.000000,,,155.000000
227150,MiniPAT,09/26/2023,18.7,19.8,28.000000,57.000000,,,149.000000
227150,MiniPAT,09/27/2023,19.4,19.5,33.000000,52.000000,,,144.000000
227150,MiniPAT,09/28/2023,19.4,19.9,32.000000,53.000000,,,141.000000
227150,MiniPAT,09/29/2023,18.8,19.8,19.000000,50.000000,,,136.000000
227150,MiniPAT,09/30/2023,18.8,19.8,18.000000,52.000000,,,146.000000
227150,MiniPAT,10/01/2023,18.1,19.4,23.000000,78.000000,,,156.000000
227150,MiniPAT,10/02/2023,18.2,18.9,23.000000,68.000000,,,152.000000
227150,MiniPAT,10/03/2023,18.3,18.7,36.000000,67.000000,,,145.000000
227150,MiniPAT,10/04/2023,18.2,19.2,17.000000,68.000000,,,148.000000
227150,MiniPAT,10/05/2023,18.3,19.8,24.000000,72.000000,,,156.000000
227150,MiniPAT,10/06/2023,18.2,19.5,19.000000,66.000000,,,155.000000
227150,MiniPAT,10/07/2023,18.1,18.7,27.000000,75.000000,,,146.000000
227150,MiniPAT,10/08/2023,18.1,18.6,20.000000,69.000000,,,157.000000
227150,MiniPAT,10/09/2023,18.0,18.7,9.000000,126.000000,,,162.000000
227150,MiniPAT,10/10/2023,17.7,18.9,7.000000,117.000000,,,149.000000
227150,MiniPAT,10/11/2023,18.0,19.0,17.000000,120.000000,,,155.000000
227150,MiniPAT,10/12/2023,18.1,19.0,20.000000,130.000000,,,152.000000
227150,MiniPAT,10/13/2023,18.2,19.0,24.000000,74.000000,,,152.000000
227150,MiniPAT,10/14/2023,18.1,19.1,25.000000,120.000000,,,148.000000
227150,MiniPAT,10/15/2023,18.1,19.0,29.000000,143.000000,,,147.000000
227150,MiniPAT,10/16/2023,18.6,19.1,30.000000,77.000000,,,148.000000
227150,MiniPAT,10/17/2023,18.2,19.1,34.000000,97.000000,,,145.000000
227150,MiniPAT,10/18/2023,18.2,20.0,31.000000,80.000000,,,153.000000
227150,MiniPAT,10/19/2023,18.5,20.3,22.000000,79.000000,,,147.000000
227150,MiniPAT,10/20/2023,18.5,20.4,9.000000,89.000000,,,146.000000
227150,MiniPAT,10/21/2023,18.5,20.5,15.000000,94.000000,,,157.000000
227150,MiniPAT,10/22/2023,18.7,20.5,11.000000,101.000000,,,146.000000
227150,MiniPAT,10/23/2023,18.6,20.3,28.000000,94.000000,,,143.000000
227150,MiniPAT,10/24/2023,19.1,20.4,13.000000,96.000000,,,147.000000
227150,MiniPAT,10/25/2023,19.3,21.1,27.000000,99.000000,,,139.000000
227150,MiniPAT,10/26/2023,20.0,21.2,7.000000,76.000000,,,147.000000
227150,MiniPAT,10/27/2023,18.5,20.8,11.000000,81.000000,,,146.000000
227150,MiniPAT,10/28/2023,18.2,20.4,7.000000,82.000000,,,149.000000
227150,MiniPAT,10/29/2023,18.2,20.5,3.000000,82.000000,,,170.000000
227150,MiniPAT,10/30/2023,19.1,20.9,11.000000,76.000000,,,147.000000
227150,MiniPAT,10/31/2023,19.4,20.9,18.000000,79.000000,,,154.000000
227150,MiniPAT,11/01/2023,19.3,20.8,11.000000,80.000000,,,162.000000
227150,MiniPAT,11/02/2023,18.0,20.4,24.000000,83.000000,,,150.000000
227150,MiniPAT,11/03/2023,18.1,20.8,3.000000,86.000000,,,182.000000
227150,MiniPAT,11/04/2023,18.7,20.9,16.000000,83.000000,,,157.000000
227150,MiniPAT,11/05/2023,18.7,20.9,16.000000,78.000000,,,158.000000
227150,MiniPAT,11/06/2023,18.8,20.8,9.000000,88.000000,,,154.000000
227150,MiniPAT,11/07/2023,18.5,20.7,15.000000,77.000000,,,157.000000
227150,MiniPAT,11/08/2023,18.1,21.1,12.000000,77.000000,,,158.000000
227150,MiniPAT,11/09/2023,19.6,21.4,18.000000,81.000000,,,154.000000
227150,MiniPAT,11/10/2023,19.3,21.4,5.000000,92.000000,,,165.000000
227150,MiniPAT,11/11/2023,19.4,21.3,14.000000,79.000000,,,158.000000
227150,MiniPAT,11/12/2023,20.0,21.4,11.000000,84.000000,,,155.000000
227150,MiniPAT,11/13/2023,19.5,21.3,8.000000,83.000000,,,158.000000
227150,MiniPAT,11/14/2023,17.9,21.4,6.000000,83.000000,,,186.000000
227150,MiniPAT,11/15/2023,17.5,21.4,5.000000,92.000000,,,185.000000
227150,MiniPAT,11/16/2023,17.5,21.3,7.000000,80.000000,,,163.000000
227150,MiniPAT,11/17/2023,18.6,21.3,20.000000,81.000000,,,154.000000
227150,MiniPAT,11/18/2023,16.8,20.5,8.000000,84.000000,,,162.000000
227150,MiniPAT,11/19/2023,17.3,20.4,9.000000,92.000000,,,182.000000
227150,MiniPAT,11/20/2023,17.4,20.1,10.000000,86.000000,,,157.000000
227150,MiniPAT,11/21/2023,17.4,20.3,10.000000,85.000000,,,174.000000
227150,MiniPAT,11/22/2023,16.2,19.8,23.000000,173.000000,,,157.000000
227150,MiniPAT,11/23/2023,17.3,21.2,12.000000,97.000000,,,168.000000
227150,MiniPAT,11/24/2023,17.1,21.2,19.000000,85.000000,,,156.000000
227150,MiniPAT,11/25/2023,16.8,20.6,20.000000,88.000000,,,158.000000
227150,MiniPAT,11/26/2023,17.2,20.8,18.000000,89.000000,,,147.000000
227150,MiniPAT,11/27/2023,17.8,20.9,34.000000,87.000000,,,152.000000
227150,MiniPAT,11/28/2023,17.8,21.6,17.000000,93.000000,,,163.000000
227150,MiniPAT,11/29/2023,17.5,21.8,22.000000,91.000000,,,152.000000
227150,MiniPAT,11/30/2023,17.4,21.4,33.000000,126.000000,,,150.000000
227150,MiniPAT,12/01/2023,17.5,21.4,32.000000,107.000000,,,154.000000
227150,MiniPAT,12/02/2023,17.6,21.8,20.000000,137.000000,,,168.000000
227150,MiniPAT,12/03/2023,17.3,22.2,25.000000,198.000000,,,153.000000
227150,MiniPAT,12/04/2023,17.6,22.1,23.000000,222.000000,,,177.000000
227150,MiniPAT,12/09/2023,23.0,23.5,41.000000,46.000000,,,164.000000
227150,MiniPAT,12/10/2023,23.2,23.6,39.000000,50.000000,,,159.000000
